id,word,translation_vi,topic,certificate,emoji,emoji_name,emoji_evaluation,image_url
"st-sl-043","song","bài hát","sports_leisure","starters","🎵","musical_note","⚠️ Cần xem lại (Tên emoji: musical note)",""
"st-sl-044","sport","môn thể thao","sports_leisure","starters","🏅","medal_sports","✅",""
"st-sl-045","story","câu chuyện","sports_leisure","starters","📖","open_book","⚠️ Cần xem lại (Tên emoji: open book)",""
"st-sl-046","swim","bơi","sports_leisure","starters","🏊","swimming_man","✅",""
"st-sl-047","table tennis","bóng bàn","sports_leisure","starters","🏓","ping_pong","⚠️ Cần xem lại (Tên emoji: ping pong)",""
"st-sl-048","take a photo","chụp ảnh","sports_leisure","starters","📸","camera_flash","⚠️ Cần xem lại (Tên emoji: camera flash)",""
"st-sl-049","television","tivi","sports_leisure","starters","📺","tv","⚠️ Cần xem lại (Tên emoji: tv)",""
"st-sl-050","tennis","quần vợt","sports_leisure","starters","🎾","tennis","✅",""
"st-sl-051","tennis racket","vợt tennis","sports_leisure","starters","🎾","tennis","✅",""
"st-sl-052","throw","ném","sports_leisure","starters","🤾","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-sl-053","toy","đồ chơi","sports_leisure","starters","🧸","teddy_bear","⚠️ Cần xem lại (Tên emoji: teddy bear)",""
"st-sl-054","TV","tivi (viết tắt)","sports_leisure","starters","📺","tv","✅",""
"st-sl-055","walk","đi bộ / đi dạo","sports_leisure","starters","🚶","walking_man","✅",""
"st-sl-056","watch","xem","sports_leisure","starters","👀","eyes","⚠️ Cần xem lại (Tên emoji: eyes)",""
"mv-sl-001","band","ban nhạc","sports_leisure","movers","🎵","musical_note","⚠️ Cần xem lại (Tên emoji: musical note)",""
"mv-sl-002","CD","đĩa CD","sports_leisure","movers","💿","cd","✅",""
"mv-sl-003","cinema","rạp chiếu phim","sports_leisure","movers","🎬","clapper","⚠️ Cần xem lại (Tên emoji: clapper)",""
"mv-sl-004","comic","truyện tranh","sports_leisure","movers","📖","open_book","⚠️ Cần xem lại (Tên emoji: open book)",""
"mv-sl-005","comic book","cuốn truyện tranh","sports_leisure","movers","📚","books","✅",""
"mv-sl-006","dance","nhảy múa / khiêu vũ","sports_leisure","movers","💃","dancer","✅",""
"mv-sl-007","DVD","đĩa DVD","sports_leisure","movers","📀","dvd","✅",""
"mv-sl-008","email","thư điện tử","sports_leisure","movers","📧","e-mail","✅",""
"mv-sl-009","film","bộ phim","sports_leisure","movers","🎬","clapper","⚠️ Cần xem lại (Tên emoji: clapper)",""
"mv-sl-010","go shopping","đi mua sắm","sports_leisure","movers","🛍️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-sl-011","goal","bàn thắng / khung thành","sports_leisure","movers","⚽","soccer","⚠️ Cần xem lại (Tên emoji: soccer)",""
"mv-sl-012","holiday","kỳ nghỉ","sports_leisure","movers","🏖️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-sl-013","hop","nhảy lò cò","sports_leisure","movers","🐰","rabbit","⚠️ Cần xem lại (Tên emoji: rabbit)",""
"mv-sl-014","ice skates","giày trượt băng","sports_leisure","movers","⛸️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-sl-015","ice skating","môn trượt băng","sports_leisure","movers","⛸️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-sl-016","kick","cú đá / đá","sports_leisure","movers","🦶","foot","⚠️ Cần xem lại (Tên emoji: foot)",""
"mv-sl-017","movie","bộ phim","sports_leisure","movers","🎬","clapper","⚠️ Cần xem lại (Tên emoji: clapper)",""
"mv-sl-018","net","lưới","sports_leisure","movers","🥅","goal_net","✅",""
"mv-sl-019","party","bữa tiệc","sports_leisure","movers","🎉","tada","⚠️ Cần xem lại (Tên emoji: tada)",""
"mv-sl-020","player","người chơi / cầu thủ","sports_leisure","movers","🏅","medal_sports","⚠️ Cần xem lại (Tên emoji: medal sports)",""
"mv-sl-021","pool","hồ bơi","sports_leisure","movers","🏊","swimming_man","⚠️ Cần xem lại (Tên emoji: swimming man)",""
"mv-sl-022","practice","sự luyện tập","sports_leisure","movers","💪","muscle","⚠️ Cần xem lại (Tên emoji: muscle)",""
"mv-sl-023","practise","thực hành / luyện tập","sports_leisure","movers","💪","muscle","⚠️ Cần xem lại (Tên emoji: muscle)",""
"mv-sl-024","present","món quà","sports_leisure","movers","🎁","gift","⚠️ Cần xem lại (Tên emoji: gift)",""
"mv-sl-025","ride","chuyến đi (xe) / cưỡi","sports_leisure","movers","🚴","biking_man","⚠️ Cần xem lại (Tên emoji: biking man)",""
"mv-sl-026","roller skates","giày trượt patin","sports_leisure","movers","🛼","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-sl-027","roller skating","môn trượt patin","sports_leisure","movers","🛼","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-sl-028","sail","chèo thuyền / ra khơi","sports_leisure","movers","⛵","sailboat","✅",""
"mv-sl-029","score","tỉ số / ghi bàn","sports_leisure","movers","🏅","medal_sports","⚠️ Cần xem lại (Tên emoji: medal sports)",""
"mv-sl-030","skate","trượt (băng / patin)","sports_leisure","movers","⛸️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-sl-031","skip","nhảy dây / bỏ qua","sports_leisure","movers","🤸","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-sl-032","sports centre","trung tâm thể thao","sports_leisure","movers","🏋️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-sl-033","swim","bơi lội","sports_leisure","movers","🏊","swimming_man","✅",""
"mv-sl-034","text","tin nhắn / nhắn tin","sports_leisure","movers","📱","iphone","⚠️ Cần xem lại (Tên emoji: iphone)",""
"mv-sl-035","towel","khăn tắm","sports_leisure","movers","🧺","basket","⚠️ Cần xem lại (Tên emoji: basket)",""
"mv-sl-036","video","đoạn phim / video","sports_leisure","movers","📹","video_camera","✅",""
"mv-sl-037","walk","cuộc đi bộ","sports_leisure","movers","🚶","walking_man","✅",""
"fl-sl-001","backpack","ba lô","sports_leisure","flyers","🎒","school_satchel","⚠️ Cần xem lại (Tên emoji: school satchel)",""
"fl-sl-002","cartoon","phim hoạt hình","sports_leisure","flyers","📺","tv","⚠️ Cần xem lại (Tên emoji: tv)",""
"fl-sl-003","channel","kênh (TV)","sports_leisure","flyers","📡","satellite","❌ (Hình chảo vệ tinh - nên là tivi)",""
"fl-sl-004","chess","cờ vua","sports_leisure","flyers","♟️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-sl-005","collect","sưu tầm","sports_leisure","flyers","🗃️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-sl-006","concert","buổi hòa nhạc","sports_leisure","flyers","🎤","microphone","⚠️ Cần xem lại (Tên emoji: microphone)",""
"fl-sl-007","diary","nhật ký","sports_leisure","flyers","📔","notebook_with_decorative_cover","⚠️ Cần xem lại (Tên emoji: notebook with decorative cover)",""
"fl-sl-008","drum","cái trống","sports_leisure","flyers","🥁","drum","✅",""
"fl-sl-009","festival","lễ hội","sports_leisure","flyers","🎉","tada","⚠️ Cần xem lại (Tên emoji: tada)",""
"fl-sl-010","flashlight","đèn pin","sports_leisure","flyers","🔦","flashlight","✅",""
"fl-sl-011","golf","môn đánh gôn","sports_leisure","flyers","⛳","golf","✅",""
"fl-sl-012","hotel","khách sạn","sports_leisure","flyers","🏨","hotel","✅",""
"fl-sl-013","instrument","nhạc cụ","sports_leisure","flyers","🎸","guitar","⚠️ Cần xem lại (Tên emoji: guitar)",""
"fl-sl-014","invitation","lời mời","sports_leisure","flyers","💌","love_letter","⚠️ Cần xem lại (Tên emoji: love letter)",""
"fl-sl-015","join","tham gia","sports_leisure","flyers","🤝","handshake","⚠️ Cần xem lại (Tên emoji: handshake)",""
"fl-sl-016","magazine","tạp chí","sports_leisure","flyers","📰","newspaper","⚠️ Cần xem lại (Tên emoji: newspaper)",""
"fl-sl-017","match","trận đấu","sports_leisure","flyers","⚽","soccer","⚠️ Cần xem lại (Tên emoji: soccer)",""
"fl-sl-018","meet","gặp gỡ","sports_leisure","flyers","🤝","handshake","⚠️ Cần xem lại (Tên emoji: handshake)",""
"fl-sl-019","member","thành viên","sports_leisure","flyers","👥","busts_in_silhouette","⚠️ Cần xem lại (Tên emoji: busts in silhouette)",""
"fl-sl-020","online","trực tuyến","sports_leisure","flyers","🌐","globe_with_meridians","⚠️ Cần xem lại (Tên emoji: globe with meridians)",""
"fl-sl-021","pop music","nhạc pop","sports_leisure","flyers","🎵","musical_note","✅",""
"fl-sl-022","prize","giải thưởng","sports_leisure","flyers","🏆","trophy","⚠️ Cần xem lại (Tên emoji: trophy)",""
"fl-sl-023","programme","chương trình","sports_leisure","flyers","📋","clipboard","❌ (Hình bảng kẹp tài liệu - nên là tivi)",""
"fl-sl-024","puzzle","câu đố / trò xếp hình","sports_leisure","flyers","🧩","jigsaw","⚠️ Cần xem lại (Tên emoji: jigsaw)",""
"fl-sl-025","pyramid","kim tự tháp","sports_leisure","flyers","🔺","small_red_triangle","⚠️ Cần xem lại (Tên emoji: small red triangle)",""
"fl-sl-026","quiz","câu đố / bài kiểm tra","sports_leisure","flyers","❓","question","⚠️ Cần xem lại (Tên emoji: question)",""
"fl-sl-027","race","cuộc đua","sports_leisure","flyers","🏃","running_man","⚠️ Cần xem lại (Tên emoji: running man)",""
"fl-sl-028","rock music","nhạc rock","sports_leisure","flyers","🎸","guitar","⚠️ Cần xem lại (Tên emoji: guitar)",""
"fl-sl-029","rucksack","ba lô","sports_leisure","flyers","🎒","school_satchel","⚠️ Cần xem lại (Tên emoji: school satchel)",""
"fl-sl-030","score","ghi điểm","sports_leisure","flyers","🏅","medal_sports","⚠️ Cần xem lại (Tên emoji: medal sports)",""
"fl-sl-031","ski","trượt tuyết","sports_leisure","flyers","⛷️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-sl-032","sledge","xe trượt tuyết","sports_leisure","flyers","🛷","sled","✅",""
"fl-sl-033","snowball","bóng tuyết","sports_leisure","flyers","⛄","snowman","❌ (Hình người tuyết - không đúng nghĩa quả cầu tuyết)",""
"fl-sl-034","snowboard","ván trượt tuyết","sports_leisure","flyers","🏂","snowboarder","✅",""
"fl-sl-035","snowboarding","môn trượt ván tuyết","sports_leisure","flyers","🏂","snowboarder","✅",""
"fl-sl-036","snowman","người tuyết","sports_leisure","flyers","⛄","snowman","✅",""
"fl-sl-037","stage","sân khấu","sports_leisure","flyers","🎭","performing_arts","⚠️ Cần xem lại (Tên emoji: performing arts)",""
"fl-sl-038","suitcase","vali","sports_leisure","flyers","🧳","luggage","⚠️ Cần xem lại (Tên emoji: luggage)",""
"fl-sl-039","swing","xích đu","sports_leisure","flyers","🎠","carousel_horse","⚠️ Cần xem lại (Tên emoji: carousel horse)",""
"fl-sl-040","team","đội","sports_leisure","flyers","👥","busts_in_silhouette","⚠️ Cần xem lại (Tên emoji: busts in silhouette)",""
"fl-sl-041","tent","cái lều","sports_leisure","flyers","⛺","tent","✅",""
"fl-sl-042","torch","đèn pin","sports_leisure","flyers","🔦","flashlight","⚠️ Cần xem lại (Tên emoji: flashlight)",""
"fl-sl-043","tune","giai điệu","sports_leisure","flyers","🎵","musical_note","⚠️ Cần xem lại (Tên emoji: musical note)",""
"fl-sl-044","tyre","lốp xe","sports_leisure","flyers","🛞","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-sl-045","umbrella","cái ô / cái dù","sports_leisure","flyers","☂️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-sl-046","violin","đàn vĩ cầm / vi-ô-lông","sports_leisure","flyers","🎻","violin","✅",""
"fl-sl-047","volleyball","bóng chuyền","sports_leisure","flyers","🏐","volleyball","✅",""
"fl-sl-048","winner","người chiến thắng","sports_leisure","flyers","🏆","trophy","⚠️ Cần xem lại (Tên emoji: trophy)",""
"st-ti-001","afternoon","buổi chiều","time","starters","🌤️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-ti-002","birthday","sinh nhật","time","starters","🎂","birthday","✅",""
"st-ti-003","clock","đồng hồ (treo tường)","time","starters","🕐","clock1","✅",""
"st-ti-004","day","ngày","time","starters","☀️","sunny","⚠️ Cần xem lại (Tên emoji: sunny)",""
"st-ti-005","evening","buổi tối","time","starters","🌆","city_sunset","⚠️ Cần xem lại (Tên emoji: city sunset)",""
"st-ti-006","in","vào (tháng/năm)","time","starters","⏱️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-ti-007","morning","buổi sáng","time","starters","🌅","sunrise","⚠️ Cần xem lại (Tên emoji: sunrise)",""
"st-ti-008","night","ban đêm","time","starters","🌙","crescent_moon","⚠️ Cần xem lại (Tên emoji: crescent moon)",""
"st-ti-009","today","hôm nay","time","starters","📅","date","⚠️ Cần xem lại (Tên emoji: date)",""
"st-ti-010","watch","đồng hồ đeo tay","time","starters","⌚","watch","✅",""
"st-ti-011","year","năm","time","starters","📅","date","⚠️ Cần xem lại (Tên emoji: date)",""
"mv-ti-001","after","sau khi","time","movers","⏩","fast_forward","⚠️ Cần xem lại (Tên emoji: fast forward)",""
"mv-ti-002","always","luôn luôn","time","movers","♾️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-ti-003","before","trước khi","time","movers","⏮️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-ti-004","every","mỗi","time","movers","🔄","arrows_counterclockwise","⚠️ Cần xem lại (Tên emoji: arrows counterclockwise)",""
"mv-ti-005","never","không bao giờ","time","movers","🚫","no_entry_sign","⚠️ Cần xem lại (Tên emoji: no entry sign)",""
"mv-ti-006","o'clock","giờ đúng","time","movers","🕐","clock1","✅",""
"mv-ti-007","sometimes","thỉnh thoảng","time","movers","🔄","arrows_counterclockwise","⚠️ Cần xem lại (Tên emoji: arrows counterclockwise)",""
"mv-ti-008","week","tuần","time","movers","📅","date","⚠️ Cần xem lại (Tên emoji: date)",""
"mv-ti-009","weekend","cuối tuần","time","movers","🎉","tada","⚠️ Cần xem lại (Tên emoji: tada)",""
"mv-ti-010","yesterday","hôm qua","time","movers","⏪","rewind","⚠️ Cần xem lại (Tên emoji: rewind)",""
"mv-ti-011","Monday","thứ Hai","time","movers","📅","date","⚠️ Cần xem lại (Tên emoji: date)",""
"mv-ti-012","Tuesday","thứ Ba","time","movers","📅","date","⚠️ Cần xem lại (Tên emoji: date)",""
"mv-ti-013","Wednesday","thứ Tư","time","movers","📅","date","⚠️ Cần xem lại (Tên emoji: date)",""
"mv-ti-014","Thursday","thứ Năm","time","movers","📅","date","⚠️ Cần xem lại (Tên emoji: date)",""
"mv-ti-015","Friday","thứ Sáu","time","movers","🎉","tada","⚠️ Cần xem lại (Tên emoji: tada)",""
"mv-ti-016","Saturday","thứ Bảy","time","movers","🏖️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-ti-017","Sunday","Chủ nhật","time","movers","⛪","church","⚠️ Cần xem lại (Tên emoji: church)",""
"fl-ti-001","a.m.","sáng (trước buổi trưa)","time","flyers","🌅","sunrise","⚠️ Cần xem lại (Tên emoji: sunrise)",""
"fl-ti-002","after","sau khi","time","flyers","⏩","fast_forward","⚠️ Cần xem lại (Tên emoji: fast forward)",""
"fl-ti-003","ago","trước đây / cách đây","time","flyers","⏪","rewind","⚠️ Cần xem lại (Tên emoji: rewind)",""
"fl-ti-004","autumn","mùa thu (Anh)","time","flyers","🍂","fallen_leaf","⚠️ Cần xem lại (Tên emoji: fallen leaf)",""
"fl-ti-005","before","trước / trước khi","time","flyers","⏮️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-ti-006","calendar","lịch","time","flyers","📅","date","⚠️ Cần xem lại (Tên emoji: date)",""
"fl-ti-007","century","thế kỷ","time","flyers","📜","scroll","⚠️ Cần xem lại (Tên emoji: scroll)",""
"fl-ti-008","date","ngày tháng","time","flyers","📅","date","✅",""
"fl-ti-009","early","sớm","time","flyers","🌅","sunrise","⚠️ Cần xem lại (Tên emoji: sunrise)",""
"fl-ti-010","end","sự kết thúc / cuối","time","flyers","🏁","checkered_flag","⚠️ Cần xem lại (Tên emoji: checkered flag)",""
"fl-ti-011","fall","mùa thu (Mỹ)","time","flyers","🍂","fallen_leaf","✅",""
"fl-ti-012","future","tương lai","time","flyers","🔮","crystal_ball","⚠️ Cần xem lại (Tên emoji: crystal ball)",""
"fl-ti-013","hour","giờ","time","flyers","🕐","clock1","⚠️ Cần xem lại (Tên emoji: clock1)",""
"fl-ti-014","how long","bao lâu","time","flyers","⏱️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-ti-015","late","muộn / trễ","time","flyers","🌙","crescent_moon","⚠️ Cần xem lại (Tên emoji: crescent moon)",""
"fl-ti-016","later","sau đó / muộn hơn","time","flyers","⏩","fast_forward","⚠️ Cần xem lại (Tên emoji: fast forward)",""
"fl-ti-017","midday","giữa trưa","time","flyers","☀️","sunny","⚠️ Cần xem lại (Tên emoji: sunny)",""
"fl-ti-018","midnight","nửa đêm","time","flyers","🌙","crescent_moon","⚠️ Cần xem lại (Tên emoji: crescent moon)",""
"fl-ti-019","minute","phút","time","flyers","⏱️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-ti-020","month","tháng","time","flyers","📅","date","⚠️ Cần xem lại (Tên emoji: date)",""
"fl-ti-021","p.m.","chiều (sau buổi trưa)","time","flyers","🌇","city_sunrise","⚠️ Cần xem lại (Tên emoji: city sunrise)",""
"fl-ti-022","past","qua (giờ) / quá khứ","time","flyers","⏪","rewind","⚠️ Cần xem lại (Tên emoji: rewind)",""
"fl-ti-023","quarter","mười lăm phút / một phần tư","time","flyers","🕒","clock3","⚠️ Cần xem lại (Tên emoji: clock3)",""
"fl-ti-024","spring","mùa xuân","time","flyers","🌸","cherry_blossom","⚠️ Cần xem lại (Tên emoji: cherry blossom)",""
"fl-ti-025","summer","mùa hè","time","flyers","☀️","sunny","⚠️ Cần xem lại (Tên emoji: sunny)",""
"fl-ti-026","time","thời gian / giờ","time","flyers","🕐","clock1","⚠️ Cần xem lại (Tên emoji: clock1)",""
"fl-ti-027","tomorrow","ngày mai","time","flyers","🌅","sunrise","⚠️ Cần xem lại (Tên emoji: sunrise)",""
"fl-ti-028","tonight","tối nay","time","flyers","🌙","crescent_moon","⚠️ Cần xem lại (Tên emoji: crescent moon)",""
"fl-ti-029","winter","mùa đông","time","flyers","❄️","snowflake","⚠️ Cần xem lại (Tên emoji: snowflake)",""
"fl-ti-030","January","tháng Một","time","flyers","❄️","snowflake","⚠️ Cần xem lại (Tên emoji: snowflake)",""
"fl-ti-031","February","tháng Hai","time","flyers","💝","gift_heart","⚠️ Cần xem lại (Tên emoji: gift heart)",""
"fl-ti-032","March","tháng Ba","time","flyers","🌷","tulip","⚠️ Cần xem lại (Tên emoji: tulip)",""
"fl-ti-033","April","tháng Tư","time","flyers","🌧️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-ti-034","May","tháng Năm","time","flyers","🌸","cherry_blossom","⚠️ Cần xem lại (Tên emoji: cherry blossom)",""
"fl-ti-035","June","tháng Sáu","time","flyers","☀️","sunny","⚠️ Cần xem lại (Tên emoji: sunny)",""
"fl-ti-036","July","tháng Bảy","time","flyers","🌻","sunflower","⚠️ Cần xem lại (Tên emoji: sunflower)",""
"fl-ti-037","August","tháng Tám","time","flyers","🏖️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-ti-038","September","tháng Chín","time","flyers","🍂","fallen_leaf","⚠️ Cần xem lại (Tên emoji: fallen leaf)",""
"fl-ti-039","October","tháng Mười","time","flyers","🎃","jack_o_lantern","⚠️ Cần xem lại (Tên emoji: jack o lantern)",""
"fl-ti-040","November","tháng Mười Một","time","flyers","🍁","maple_leaf","⚠️ Cần xem lại (Tên emoji: maple leaf)",""
"fl-ti-041","December","tháng Mười Hai","time","flyers","🎄","christmas_tree","⚠️ Cần xem lại (Tên emoji: christmas tree)",""
"st-to-001","alien","người ngoài hành tinh","toys","starters","👽","alien","✅",""
"st-to-002","ball","quả bóng","toys","starters","⚽","soccer","⚠️ Cần xem lại (Tên emoji: soccer)",""
"st-to-003","balloon","bóng bay","toys","starters","🎈","balloon","✅",""
"st-to-004","baseball","bóng chày","toys","starters","⚾","baseball","✅",""
"st-to-005","basketball","bóng rổ","toys","starters","🏀","basketball","✅",""
"st-to-006","bike","xe đạp","toys","starters","🚲","bike","✅",""
"st-to-007","board game","trò chơi bàn cờ (cờ bàn)","toys","starters","🎲","game_die","✅",""
"st-to-008","boat","con thuyền","toys","starters","⛵","sailboat","✅",""
"st-to-009","car","ô tô","toys","starters","🚗","red_car","✅",""
"st-to-010","doll","búp bê","toys","starters","🪆","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-to-011","football","quả bóng đá","toys","starters","⚽","soccer","⚠️ Cần xem lại (Tên emoji: soccer)",""
"st-to-012","game","trò chơi","toys","starters","🎮","video_game","✅",""
"st-to-013","helicopter","trực thăng","toys","starters","🚁","helicopter","✅",""
"st-to-014","lorry","xe tải","toys","starters","🚛","articulated_lorry","✅",""
"st-to-015","monster","quái vật","toys","starters","👹","japanese_ogre","⚠️ Cần xem lại (Tên emoji: japanese ogre)",""
"st-to-016","motorbike","xe máy","toys","starters","🏍️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-to-017","plane","máy bay","toys","starters","✈️","airplane","✅",""
"st-to-018","robot","người máy","toys","starters","🤖","robot","✅",""
"st-to-019","soccer","bóng đá (Mỹ)","toys","starters","⚽","soccer","✅",""
"st-to-020","teddy","gấu bông","toys","starters","🧸","teddy_bear","✅",""
"st-to-021","toy","đồ chơi","toys","starters","🧸","teddy_bear","⚠️ Cần xem lại (Tên emoji: teddy bear)",""
"st-to-022","train","xe lửa","toys","starters","🚂","steam_locomotive","⚠️ Cần xem lại (Tên emoji: steam locomotive)",""
"st-to-023","truck","xe tải (Mỹ)","toys","starters","🚚","truck","✅",""
"mv-to-001","model","mô hình","toys","movers","🤖","robot","⚠️ Cần xem lại (Tên emoji: robot)",""
"st-tr-001","bike","xe đạp","transport","starters","🚲","bike","✅",""
"st-tr-002","boat","con thuyền","transport","starters","⛵","sailboat","✅",""
"st-tr-003","bus","xe buýt","transport","starters","🚌","bus","✅",""
"st-tr-004","car","ô tô","transport","starters","🚗","red_car","✅",""
"st-tr-005","drive","lái xe","transport","starters","🚗","red_car","⚠️ Cần xem lại (Tên emoji: red car)",""
"st-tr-006","fly","bay","transport","starters","✈️","airplane","⚠️ Cần xem lại (Tên emoji: airplane)",""
"st-tr-007","go","đi","transport","starters","🚶","walking_man","⚠️ Cần xem lại (Tên emoji: walking man)",""
"st-tr-008","helicopter","trực thăng","transport","starters","🚁","helicopter","✅",""
"st-tr-009","lorry","xe tải","transport","starters","🚛","articulated_lorry","✅",""
"st-tr-010","plane","máy bay","transport","starters","✈️","airplane","✅",""
"st-tr-011","ride","cưỡi / đi xe","transport","starters","🚴","biking_man","⚠️ Cần xem lại (Tên emoji: biking man)",""
"st-tr-012","run","chạy","transport","starters","🏃","running_man","✅",""
"st-tr-013","ship","tàu thủy","transport","starters","🚢","ship","✅",""
"st-tr-014","swim","bơi","transport","starters","🏊","swimming_man","✅",""
"st-tr-015","truck","xe tải (Mỹ)","transport","starters","🚚","truck","✅",""
"mv-tr-001","bus station","bến xe buýt lớn","transport","movers","🚌","bus","✅",""
"mv-tr-002","bus stop","trạm xe buýt","transport","movers","🚏","busstop","✅",""
"mv-tr-003","drive","chuyến đi (bằng xe)","transport","movers","🚗","red_car","⚠️ Cần xem lại (Tên emoji: red car)",""
"mv-tr-004","driver","tài xế","transport","movers","👨‍✈️","man_pilot","⚠️ Cần xem lại (Tên emoji: man pilot)",""
"mv-tr-005","ride","chuyến đi","transport","movers","🚴","biking_man","⚠️ Cần xem lại (Tên emoji: biking man)",""
"mv-tr-006","station","nhà ga","transport","movers","🚉","station","✅",""
"mv-tr-007","ticket","vé","transport","movers","🎫","ticket","✅",""
"mv-tr-008","tractor","máy kéo","transport","movers","🚜","tractor","✅",""
"mv-tr-009","trip","chuyến đi","transport","movers","✈️","airplane","⚠️ Cần xem lại (Tên emoji: airplane)",""
"fl-tr-013","taxi","xe taxi","transport","flyers","🚕","taxi","✅",""
"fl-tr-014","tour","chuyến tham quan","transport","flyers","🗺️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-tr-015","traffic","giao thông / xe cộ","transport","flyers","🚦","vertical_traffic_light","✅",""
"fl-tr-016","wheel","bánh xe","transport","flyers","🛞","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"st-we-001","sun","mặt trời","weather","starters","☀️","sunny","✅",""
"mv-we-001","cloud","đám mây","weather","movers","☁️","cloud","✅",""
"mv-we-002","cloudy","nhiều mây","weather","movers","🌥️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-we-003","ice","đá (nước đá)","weather","movers","🧊","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-we-004","rain","cơn mưa / mưa","weather","movers","🌧️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-we-005","rainbow","cầu vồng","weather","movers","🌈","rainbow","✅",""
"mv-we-006","sky","bầu trời","weather","movers","🌤️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-we-007","snow","tuyết","weather","movers","❄️","snowflake","✅",""
"mv-we-008","sunny","có nắng","weather","movers","☀️","sunny","✅",""
"mv-we-009","weather","thời tiết","weather","movers","🌤️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-we-010","wind","cơn gió","weather","movers","💨","dash","⚠️ Cần xem lại (Tên emoji: dash)",""
"mv-we-011","windy","có gió","weather","movers","💨","dash","⚠️ Cần xem lại (Tên emoji: dash)",""
"fl-we-001","fog","sương mù","weather","flyers","🌫️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-we-002","foggy","có sương mù","weather","flyers","🌫️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"fl-we-003","storm","cơn bão","weather","flyers","⛈️","","⚠️ Cần xem lại (Không xác định được tên emoji)",""
"mv-wk-001","circus","rạp xiếc","work","movers","🎪","circus_tent","✅",""
"mv-wk-002","clown","chú hề","work","movers","🤡","clown_face","✅",""
"mv-wk-003","cook","đầu bếp","work","movers","👨‍🍳","man_cook","✅",""
"mv-wk-004","dentist","nha sĩ","work","movers","🦷","tooth","⚠️ Cần xem lại (Tên emoji: tooth)",""
"mv-wk-005","doctor","bác sĩ","work","movers","👨‍⚕️","man_health_worker","⚠️ Cần xem lại (Tên emoji: man health worker)",""
"mv-wk-006","driver","tài xế","work","movers","🚗","red_car","⚠️ Cần xem lại (Tên emoji: red car)",""
"mv-wk-007","farmer","nông dân","work","movers","👨‍🌾","man_farmer","✅",""
"mv-wk-008","film star","ngôi sao điện ảnh","work","movers","🌟","star2","✅",""
"mv-wk-009","hospital","bệnh viện","work","movers","🏥","hospital","✅",""
"mv-wk-010","nurse","y tá","work","movers","👩‍⚕️","woman_health_worker","⚠️ Cần xem lại (Tên emoji: woman health worker)",""
"mv-wk-011","pirate","cướp biển","work","movers","🏴‍☠️","pirate_flag","✅",""
"mv-wk-012","pop star","ngôi sao nhạc pop","work","movers","🌟","star2","✅",""
"mv-wk-013","teacher","giáo viên","work","movers","👩‍🏫","woman_teacher","✅",""
"mv-wk-014","work","công việc / làm việc","work","movers","💼","briefcase","⚠️ Cần xem lại (Tên emoji: briefcase)",""
"fl-wk-001","actor","diễn viên","work","flyers","🎭","performing_arts","⚠️ Cần xem lại (Tên emoji: performing arts)",""
"fl-wk-002","airport","sân bay","work","flyers","✈️","airplane","✅",""
"fl-wk-003","ambulance","xe cứu thương","work","flyers","🚑","ambulance","✅",""
